userId,complete,time,group,path,gender,age,origin,ethnicity,occupation,education,economic,likert.audio_quality,likert.video_resolution,likert.video_smoothness,likert.audio_stability,likert.sync,likert-text,exp-text,data.car_ownership,data.video_stream,data.netflix_price,data.siriusxm_price,data.amc_movie_price, AS, MS, VR, AQ, AVS,qv_text,videoConfig.AQ,videoConfig.VR,videoConfig.AS,videoConfig.MS,videoConfig.AVS,reasonArray.MS,reasonArray.AQ,reasonArray.VR,reasonArray.AS,reasonArray.AVS,priceArray.AQ,priceArray.VR,priceArray.AS,priceArray.MS,priceArray.AVS
5f78a440108ffa4e7e700fb0,TRUE,2020-10-03T17:26:44.933Z,gp6,p1,(a) Male,(b) 25-39,(b) No,(e) White,"(m) Skilled labor (e.g., electrician, plumber, carpenter)",(b) High school graduate (includes equivalency),"(f) $100,000 to $149,999",5,2,2,5,3,"I think that audio quality and audio stability are most important. If you are unable to understand what is being said then you can not gain as much information as easily.  Video resolution, motion smoothness and a-v sync can be lower quality and still get the point across.",Audio Quality and Audio stability. Changing these two elements greatly increased my ability to understand the weatherman. before affecting these elements I had no clue what the weatherman was saying which in my mind would render this service useless. If I had to chose I would prefer to have these two settings at lvl2 at least and everything else could stay at lvl0. with something like the weather I don't think that its necessarily important to look at the image as it is to hear the information especially while driving.,(a) Yes,(d) Hulu,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",6,-3,-3,5,-4,In my opinion I don't think that video quality is all that important for things like the news or weather where you are just looking for general information. Especially in a car situation. When I used the sliders to affect different elements of the video it seemed to me that the audio elements where the most important of all. I could still see the overall image well enough to determine what the weatherman was talking about in relationship to what he was pointing at with the video quality elements at lvl0.,1,2,0,0,0,this is a basic need and low quality but still cost something,this is a basic need for the service and shouldn't be charged to high.,this is a more premium need and should be charged accordingly,this is a basic need and low quality but still cost something,this is a basic need and low quality but still cost something,1.5,2,0.5,0.5,0.5
5f78f834108ffa4e7e70125d,TRUE,2020-10-03T22:43:39.869Z,gp6,p1,(a) Male,(b) 25-39,(b) No,(e) White,"(m) Skilled labor (e.g., electrician, plumber, carpenter)",(b) High school graduate (includes equivalency),"(b) $10,000 to $24,999",5,5,4,4,4,"Well audio quality is probably the most important in this situation as I need to hear what the guy is saying to know what the weather will be. Of course if the video quality is also good then I could know that way too, but both are equally important. They are like the main things where if they suck then the entire experience will suck. And the others are derivatives of these two.",Video resolution made the picture much more clearer and much more watchable. Audio Quality made it so that I could actually understand what the guy was saying.,(a) Yes,(c) Youtube,(c) $15.99/month: Stream with 4K ultra HD on four devices,(d) I would not subscribe to any of the plans above,"(c) $19.69, iMAX version",5,3,5,5,4,"I think the most important ones are audio quality, video resolution  and audio stability since they are the main ones that allow me to actually see and hear what the guy was saying in the previous video. The others are important too but not as much.",1,2,1,1,2,Not that important unless viewing it directly.,They said that they had same preferences as me and also wanted to hear it while in a car so audio is very important.,Said had same preferences as me so I know I would like this and would be willing to pay this much.,Another very important one when it comes to audio and while driving in a car it is crucial.,"Not that important unless viewing it directly, just like the one previously. ",4,1,4,0.5,0.5
5f78a689108ffa4e7e700fcb,TRUE,2020-10-03T17:05:36.294Z,gp7,p1,(b) Female,(b) 25-39,(b) No,(c) Black or African American,(o) Unemployed,(c) Some college or associate's degree,"(b) $10,000 to $24,999",5,4,5,5,4,I can hear the audio more clearly if audio quality is adjusted. I can see what is going on better if the motion is smoothed out. Audio stability is important so I can understand what is being said. ,"When I changed the audio quality, it no longer sounded muffled. When I changed the motion smoothness, the video movement synced more smoothly with the weather forecaster's body.",(b) No,(a) Netflix,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(a) $13.69, standard definition",5,4,4,5,4,"All of the elements are critical, but some are more enecessary.",1,2,0,0,0,This element will help you see better what it is the forecaster is pointing to and makes it easier to follow his movements on the screen if his motion is smoothed out.,This is one of the most important elements to understand what it is the weather forecaster is saying.,"While not as important, it is more pleasurable to the eyes to have less pixels.",This is also one of the most important elements to have because it stabilizes the audio and prevents stuttering.,This isn't really affecting your ability to hear the audio so it's not as important as other elements.,2,1.5,2,1.5,0.5
5f78bfa6108ffa4e7e701188,TRUE,2020-10-03T18:48:54.458Z,gp7,p2,(a) Male,(b) 25-39,(b) No,(c) Black or African American,(q) Other (Please specify in next question),(c) Some college or associate's degree,"(a) Less than $10,000",5,5,5,5,5,Honestly everything need improvement. Even at max levels the video was still hard to watch because of the resolution.,Audio Quality at level 3 really improved the view experience of the forecast video. Video Resolution on the other hand made the view a little more clear but I still see a bunch of pixels at level 3 as well.,(b) No,(a) Netflix,(a) $8.99/month: Stream with the standard definition on one device,(d) I would not subscribe to any of the plans above,"(a) $13.69, standard definition",4,4,4,4,4,I wanted an even amount of credit for all 5 options.,1,2,1,1,2,Just ok ,Sound isn't that good but could be worse,Video is just ok to see,choppy audio,Could be much better,1,1.25,0.75,1,0.5
5f78ab66108ffa4e7e70103f,TRUE,2020-10-03T17:34:43.843Z,gp8,p1,(b) Female,(b) 25-39,(b) No,(e) White,(q) Other (Please specify in next question),(d) Bachelor's degree or above,"(c) $25,000 to $49,999",5,3,4,3,3,"I think the audio quality is clearly the most important because if you can't understand any of the words spoken, then the picture does little good no matter how clear it is. In regards to the picture, any abrupt jerkiness is very distracting from all of the other elements, so I would say that the motion stability is also very important. The audio-video synchronization didn't seem to matter as much to me because I still got the right idea without the timing being perfect. ","The act of changing audio quality probably affected my experience the most. Before changing this, I could not understand a word so even the visual changing wasn't helpful. Even on level 2 and without changing audio stability, the increase of audio quality improved my experience dramatically.  The motion smoothness also made a huge difference for me. The jerky motions were a huge distraction, so smoothing this out made it easier to pay attention to the audio AND visual content. ",(a) Yes,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(a) $13.69, standard definition",3,4,3,6,2,The audio quality made the most difference in the previous test so I gave it the most votes. The motion smoothness was the next most impactful. The other votes were cast according to how important those things seemed to be as well.,1,2,1,1,0,This eliminated the extreme jerkiness that was a distraction from the content itself.,This seemed to have the most impact on my understanding of the content.,The improvement of video resolution made it much more tolerable to watch.,This made it a little easier to understand what he was saying.,This was of the least importance to me when trying to answer the given questions.,3.25,1.25,0.5,2.5,0.5
5f7938a42332c99521a8b8e4,TRUE,2020-10-04T03:13:05.188Z,gp12,p1,(a) Male,(c) 40-54,(b) No,(b) Asian,"(l) Service (e.g., retail clerks, server)",(b) High school graduate (includes equivalency),"(c) $25,000 to $49,999",5,4,4,5,4,"If I can't have a good video, then the first thing I want to do is at least hear it clearly. Even though I  may not be able to see it clearly at least if I hear it clearly it'll me the information I want. For a weather forecast listening is fine but if I need it use it for a ""how-to"" video then obviously I need more video quality.","When I moved audio quality from 0 to 3 it became much smoother and clearer and I can actually understand what the guy was saying.
When I moved the video resolution from 0 to 3, it became much smoother and not as choppy and I can see what the weather guy was pointing to and the temperatures.",(a) Yes,(a) Netflix,(c) $15.99/month: Stream with 4K ultra HD on four devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",6,4,4,4,4,For me audio quality and audio stability meant a bit more because I don't have to actually see the video but I should be able to at least hear it clearly. I cast some votes for the video as well because I wanted to used up all my credits and if I watch it I want to see something I can sort of see clearly.,1,0,1,0,0,Base price for the motion smoothness,I want to provide the best audio I can.,Base price for video,The stability of the audio has to match the quality. So both have to be the best and priced like they were the best.,Base price for audio-video synchronization,4,1,4,1,1
5f808f73b9ef559055a0fdc6,TRUE,2020-10-09T16:54:35.152Z,gp10,p2,(a) Male,(c) 40-54,(b) No,(e) White,"(m) Skilled labor (e.g., electrician, plumber, carpenter)",(b) High school graduate (includes equivalency),"(b) $10,000 to $24,999",5,4,4,5,3,"I think that with a weather forecast, the most important thing is being able to hear what the weatherman is saying. If you cant hear it you most likely wont know it at all. The visuals are more important to be able to see the map of temperaturates and fronts.",audio stability made it easier to hear to words he is saying clearer and made it easier to understand what he is saying. video resolution really helped keep the visual experience better to understand what he was talking about and easrie to see the map he was pointing at.,(b) No,(c) Youtube,(d) I would not subscribe to any of the plans above,(d) I would not subscribe to any of the plans above,(d) I would not watch any of these versions,5,4,3,6,3,"I did that because the audio is super important. The visuals are important as well, but not anywhere near as much.",1,2,1,1,0,"motion has to be fluent enough, but not crazy high",it wont be able to be heard and thats the most important part.,video needs to be a littlle decent but not incredible,"if the audio is bad, nothing will work with the player.",it should be ok for this to be a little off.,4,1,4,2,1
5f8270d870e5eb443eb08953,TRUE,2020-10-11T03:16:33.647Z,gp10,p2,(b) Female,(c) 40-54,(b) No,(e) White,(o) Unemployed,(b) High school graduate (includes equivalency),"(d) $50,000 to $74,999",4,3,4,5,3,"In this sort of video, being able to understand the audio is much more important than seeing the visuals.  That's why I think audio quality and stability is more important than the other elements.",Changing the audio stability and audio quality greatly improved my video-watching experience.  Without changing those I couldn't really understand what the weather caster was saying.  I found it more important to be able to hear the audio than it was for the video to be super smooth.,(b) No,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(b) $17.69, 3D version",6,3,4,5,3,"While video resolution and motion smoothness are important, audio quality and stability are more important in understanding a weather forecast. Audio-video syncronization is only slightly important.",1,0,1,0,0,"Video isn't too important and since this is a low quality setting, I felt like $2 was a fair price.","Being able to understand the audio is the most important, so I believe that it should be the most expensive.","Video isn't too important and since this is a low quality setting, I felt like $2 was a fair price.","Being able to understand the audio is the most important, so I believe that it should be the most expensive.","I don't feel like this element is too important, especially in a car, so I made it the cheapest.",4,2,4,2,1
5f78a4d0108ffa4e7e700fb5,TRUE,2020-10-03T17:24:32.258Z,gp11,p1,(a) Male,(c) 40-54,(b) No,(e) White,"(a) Administrative support (e.g., secretary, assistant)",(c) Some college or associate's degree,"(d) $50,000 to $74,999",4,5,4,5,4,"Without the Video resolution and the Audio stability, it would be more difficult to obtain the information sought from the viewing experience. Being able to integrate quality in these areas will have advanced our experiences with compliments. We have come a long way to get past dealing with these elements. ","In so far as Audio quality, and Audio stability, for each time I adjusted the level of configuration, the quality improved. For the Audio quality each higher level brought the sound into clarity. So far as the Audio stability, each new level brought the sound in to being less broken up.",(a) Yes,(d) Hulu,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(b) $17.69, 3D version",5,4,5,4,4,"I am sure that each vote needed to be distributed equally, however there were a few elements that are essential.",1,2,1,0,2,This component seemed to only work under certain circumstances.,"It being essential, I priced it to sell.",Video would not be any good without it.,Just out of need for so much clarity.,Priced as high as I was willing to go.,1,1,1,0.5,1
5f78b4cd108ffa4e7e7010cd,TRUE,2020-10-03T18:08:29.587Z,gp11,p2,(a) Male,(c) 40-54,(a) Yes,(e) White,"(l) Service (e.g., retail clerks, server)",(c) Some college or associate's degree,"(c) $25,000 to $49,999",5,5,2,4,2,"The audio quality and video resolution are the most important to me because without higher audio quality and video resolution, I could not understand the weather caster's voice nor could I read the map. By moving it up even one level, it made a great difference as far as being able to understand him and read the map. Audio stability was important too because the pops and gaps in the audio were really distracting. Motion smoothness and audio-video synchronization were less important and while still distracting to some extent, did not inhibit my understanding of the video as much as the audio quality and video resolution.",Changing the audio quality even one level made it quite a bit easier to understand the weather forecaster. Also changing the video resolution made the map much easier to read. Audio stability was fairly important so there weren't distractions from pops or gaps in the audio. Motion smoothness and audio-video synchronization had less of an impact overall on my ability to watch and understand the video but they were less of a distraction when turned up 1 or 2 levels.,(a) Yes,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",4,2,6,6,2,"I weighted audio quality and video resolution the highest as they had the most impact on my ability to understand the video. Audio stability was weighted less because even though it was a distraction, it was had less of an impact than audio quality and video resolution. Motion smoothness and audio-video synchronization had much less of an impact on my understanding than the other categories but were a little distracting. ",1,2,1,1,0,Motion smoothness is a minor distraction but it does convey some information in this format.,Audio quality is important to understanding the video,Video resolution is important to getting information from the video.,Audio stability is important but less so than audio quality and video resolution,Audio-Video synchronization is less important than video resolution and audio quality for conveying information.,3,3,2,2,1
5f78bc28108ffa4e7e701158,TRUE,2020-10-03T18:55:17.357Z,gp11,p2,(b) Female,(c) 40-54,(b) No,(e) White,"(l) Service (e.g., retail clerks, server)",(c) Some college or associate's degree,"(c) $25,000 to $49,999",5,5,3,3,3,"I feel that the ""audio quality"" and ""video resolution"" are the most crucial elements to make sure one can understand the video at all. The other three were not as crucial, in my opinion. ","Just changing the two video elements of ""video resolution"" and ""audio quality"" did so much to improve the video overall. Changing the other elements was nice too, but those two I mentioned really made a vital improvement to where I could actually understand what the weather man was saying and doing. It's amazing what just a little difference can do to make a big difference. ",(a) Yes,(a) Netflix,(a) $8.99/month: Stream with the standard definition on one device,"(a) $10.99/month: A sampling of music, news, and talk channels","(a) $13.69, standard definition",2,1,6,7,3,"Again, I feel that the video resolution and the audio quality are the most important factors here. ",1,2,0,0,0,Not as essential to the video comprehension. ,It is essential to comprehension of the video. ,It is very essential to video comprehension. ,Not as essential to the video comprehension. ,Not as essential to the video comprehension. ,1,1,0.5,0.5,1
5f78a78c108ffa4e7e700fe4,TRUE,2020-10-03T17:16:42.483Z,gp12,p2,(a) Male,(c) 40-54,(b) No,(e) White,"(d) Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",(d) Bachelor's degree or above,"(c) $25,000 to $49,999",5,3,3,5,4,The Audio quality and Audio stability influences me to understand the video fully than the other features,Audio Stability and Audio Quality. The audio stability and the audio quality makes the the full video for me to understand and very clearly describes the video,(a) Yes,(a) Netflix,(a) $8.99/month: Stream with the standard definition on one device,"(a) $10.99/month: A sampling of music, news, and talk channels","(c) $19.69, iMAX version",5,3,3,5,4,The audio quality and audio stability is more important to the video than other features,1,2,1,1,2,Motion smoothness is important to see his actions,The audio quality is vey important to hear what he says,The video resolution is important to note the temperature in the cities,The audio stability is important to hear his voice without any chopping,The Audio-video Synchronization is less important than other components ,4,3,4,2,1
5f84d538336674f864d5f78b,TRUE,2020-10-12T22:28:51.602Z,gp14,p1,(b) Female,(d) 55 or above,(b) No,(e) White,"(l) Service (e.g., retail clerks, server)",(b) High school graduate (includes equivalency),"(b) $10,000 to $24,999",5,5,4,5,5,Some like video make it easier to watch and tell what you are watching. The audio can be a bit off but you can still get the jist of what you are seeing.,The resolution made it alot easier to tell what I am watching. The audio stability made is less choppy and easier to hear everything.,(a) Yes,(a) Netflix,(b) $12.99/month: Stream with high definition on two devices,(e) I do not know what SiriusXM is,(d) I would not watch any of these versions,5,2,3,5,1,These things put together make for a better viewing experience.,0,0,0,0,2,not a big importance,it is one of the more important aspects,It is the most important aspect ,it helps but not as important,helps but not to important,2.13,4,1,1,1
5f79045d2332c99521a8b885,TRUE,2020-10-04T00:00:26.283Z,gp15,p2,(b) Female,(d) 55 or above,(b) No,(c) Black or African American,"(a) Administrative support (e.g., secretary, assistant)",(c) Some college or associate's degree,"(b) $10,000 to $24,999",5,5,4,4,3,"Some elements are vital in order to make any sense of the video, such as Audio Quality and Video Resolution, while others such as Audio-Video Synchronization add to the experience, but a good experience could be had without it performing at its peak.  To be able to see clear enough and understand what is being said would be my priorities, otherwise the video player is useless.","Adjusting the Audio Quality button up to Lv. 3 caused the video to go from unintelligible to intelligible, which greatly enhanced the experience because I could understand what was being said. The Video Resolution button allowed me to make sense of the map, and also at Lv. 3 , allowed me to be able to read the names of the states. My experience was enhanced greatly even with those two elements.",(a) Yes,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",4,3,6,6,1,"Being able to hear enough to understand, and being able to see enough to clearly make out the image are the most important factors so they scored higher. The other elements improve/enhance these experiences and so they scored lower.",1,2,1,1,0,It adds to the fluidity of the video.,It is necessary to be able to understand what's being said.,It is necessary in order to understand with you are looking at.,It adds to the quality of the audio.,It is helpful but not vital in order to understand what one sees and hears.,4,4,2.5,2.5,1
5f78ab0bd1d415c7845f6bb3,TRUE,2020-10-03T17:31:18.882Z,gp16,p1,(a) Male,(d) 55 or above,(b) No,(c) Black or African American,(o) Unemployed,(d) Bachelor's degree or above,"(a) Less than $10,000",3,5,4,4,3,"Once again, I really can't effectively comment on the parameters unless we discuss the type of content being viewed.   I tried to select for ALL contents.",Video Resolution changes the crispness of the image.   Audio-Video Sync ensures that visual actions match audio sounds.,(b) No,other,(c) $15.99/month: Stream with 4K ultra HD on four devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",1,2,2,1,1,"Well, voting in this matter does not consider the content being viewed.  Depending on content different parameters will be more or less important.  For example, listening to a video podcast as opposed to a live sports game.  So I decided to minimize my votes hoping for more voting rounds.",1,2,1,0,0,This is an in-vehicle product and the buyer is interested in weather so smoothness is not important.,This is an in-vehicle product and the buyer is interested in weather so audio is very important.,This is an in-vehicle product and the buyer is interested in weather so the video is very important.,This is an in-vehicle product and the buyer is interested in weather so audio stability is very important.,This is an in-vehicle product and the buyer is interested in weather so audio is very important.,3,3,2,1,1
5f78f3982332c99521a8b7f7,TRUE,2020-10-03T22:40:59.660Z,gp16,p1,(b) Female,(d) 55 or above,(b) No,(e) White,(q) Other (Please specify in next question),(d) Bachelor's degree or above,"(c) $25,000 to $49,999",5,5,4,4,4,"All the elements are at least important in order to make viewing pleasurable but some are more important than others, especially if I am trying to understand information that is being presented. The video resolution needs to be clear enough to understand what I'm seeing. With the weather report I couldn't read the temperatures on the screen until I increased this. The audio quality  needs to be clear enough and not muffled because I have to be able to understand what is being said. The other elements add to the experience but if I am on limited bandwidth, I can put up with jumpy video, stuttering, jerky movements and even with the audio and video being out of sync, but I have to be able to see the picture somewhat clearly and be able to understand the audio, otherwise it is a waste of time.","I found that the two most important elements were audio quality and video resolution. Without a decent level of audio quality, it was close to impossible to understand what he was saying. Without a decent level of video resolution, I couldn't read the screen so it would be useless. Adjusting the other elements made it better but I could easily watch and understand the video with these being set at 0 or 1.",(a) Yes,(d) Hulu,(a) $8.99/month: Stream with the standard definition on one device,(d) I would not subscribe to any of the plans above,"(a) $13.69, standard definition",2,2,6,7,2,The two most important elements to me are video resolution and audio quality. As long as I can see the video pretty clearly and understand the dialogue then I can watch the video. The other elements help make it better but are not as necessary for me to enjoy watching or understand the video.,1,2,0,0,0,This is basic quality so it should cost much,"Without raising this level to Quality 2, you wouldn't be able to understand what was being said. Since this is our highest quality, I think I should charge the most for it.","Without this being Quality 2 level, you wouldn't be able to read the temperatures or understand the map. Since it is our highest quality, I think it should cost the most.",This is the basic quality so it shouldn't cost much.,This is the basic quality so it shouldn't cost much.,4,4,1,1,1
5f78f7ea2332c99521a8b81b,TRUE,2020-10-03T23:05:02.141Z,gp16,p1,(a) Male,(d) 55 or above,(b) No,(e) White,(q) Other (Please specify in next question),(d) Bachelor's degree or above,"(c) $25,000 to $49,999",5,5,3,4,2,"Since the weather report can be personally very important, being able to see the weather maps and to understand what the meteorologist say is necessary to understand the information.  The smoothness of the video and audio and the synchronization of them would be nice and make viewing the weather report more enjoyable, it's not required given the context of a weather report.  ","As this is a weather report, I thought that the video resolution was most important, so I could see the weather maps.  The Audio Quality was nest most important, so I could understand the meteorologist talk.  The smoothness of the video and audio wasn't as important given the context of the video.",(a) Yes,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(a) $10.99/month: A sampling of music, news, and talk channels","(c) $19.69, iMAX version",3,3,7,5,2,"As before, because this is a weather report video, being able to see the weather maps is most important and being able to understand the meteorologist is next most important.  The smoothness of the audio and video are nice to have, but not necessary to understand the weather report. ",1,2,1,0,0,"There's not a lot of motion in the weather report, so this is less important.",Understanding the meteorologist is necessary to hear his warnings about the storms. ,Being able to clearly see the weather maps is most important.,"Bad audio stability impairs the ability  understand the audio, but it doesn't interfere as much as Audio Quality does.","The Synchronization is mainly just aesthetics, which isn't important in following the fact of a weather report.",3,4,3,2,1
5f7914b1108ffa4e7e7012ea,TRUE,2020-10-04T00:40:01.926Z,gp2,p2,(a) Male,(a) 18-24,(b) No,(e) White,(n) Student,(b) High school graduate (includes equivalency),"(f) $100,000 to $149,999",4,5,3,4,3,I feel like the audio overall and the video resolution are more important then how they are synced. As long as you can understand what they are saying on the screen and the images are in high quality you can have an enjoyable experience. If it's not the smoothest and isn't synced it makes your viewing experience worse but you can still understand the premise and get something out of it. ,Changing the audio quality was a major one because without it you can't really understand what is going on and what the person is saying. It goes from unlistenable to crystal clear at the top setting. In addition to that the video resolution is very important since that's what you are watching tv for. It goes from unwatchable at the bottom setting to pretty good at the top setting. ,(a) Yes,(a) Netflix,(c) $15.99/month: Stream with 4K ultra HD on four devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(a) $13.69, standard definition",5,4,5,5,3,"I feel like all of the things are important but Video resolution. Audio stability, and Audio Quality are the most important. They are all pretty much equally important to me so they got the most amount of votes. I gave the other ones a few votes since it was cheap to do so and they're still relatively important. ",1,2,1,0,2,The motion smoothness is not good at all. ,The audio is good enough to be understood but not great. ,The video is clear enough to be understood but not great. ,The audio isn't really choppy at all. ,The synchronization is not good at all. ,3,3,4,1,1
5f78b3e0108ffa4e7e7010bc,TRUE,2020-10-03T17:53:00.223Z,gp3,p1,(a) Male,(a) 18-24,(b) No,(e) White,(n) Student,(c) Some college or associate's degree,"(b) $10,000 to $24,999",5,2,2,5,2,"Audio Quality is important so the viewer can properly understand what the weatherman is saying in a weather forecast video, and Audio Stability is important since it prevents anything important from being missed due to audio cutting out. Video resolution, motion smoothness, and audio-video synchronization are all unimportant for understanding a weather forecast video when compared to audio quality and audio stability.","Changing the Audio Quality and Audio Stability had the most impact on the video-watching experience. Since the content was talking about weather in certain areas of the United States, the main focus would be on the weatherman's words, and low audio quality and audio stability made it to where he was incomprehensible, but that issue was fixed once I was able to raise up the audio quality and audio stability levels.",(a) Yes,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(c) $21.99/month: Enjoy the widest variety of entertainment, anytime, anywhere you want to hear it","(c) $19.69, iMAX version",7,0,1,7,1,"Audio Stability and Audio Quality are the two most important parts when watching a video that is mainly focused on what someone is saying, like in a weather forecast.",1,0,1,0,0,"Motion smoothness is low, but has little to no effect on understanding the forecast.","This is the highest level of audio quality possible with our service, and will be useful for understanding forecasts.","Video resolution is low, but some details can still be seen.","Audio stability is set to the highest level, and is important to make sure nothing important is missed.","Audio-video synchronization is low, and has no effect on understanding the forecast.",3.5,1,3.5,1,1
5f83d4bf311ede8ac5020481,TRUE,2020-10-12T04:37:31.382Z,gp5,p1,(a) Male,(b) 25-39,(b) No,(c) Black or African American,"(b) Art, writing, or journalism (e.g., author, reporter, sculptor)",(a) Less than 12th grade with or without diploma,"(c) $25,000 to $49,999",5,5,4,4,3,"Clear audio and video are the most important. Without them, the weather forecast is useless because I can't hear the temperatures, weather conditions, and can't see the affected states and cities.","Setting the Audio Quality to level 3 allowed me to hear what the weatherman was actually saying. I could hear the temperatures, the names of states and cities. Moving the Audio Stability to level three improved what I could hear of the forecast: it made it less choppy, smoother.",(b) No,other,(b) $12.99/month: Stream with high definition on two devices,"(a) $10.99/month: A sampling of music, news, and talk channels","(a) $13.69, standard definition",5,3,5,5,4,"Hearing and seeing the video content is most important. In order to do that, both video and audio need to be clear, smooth, and not choppy. ",1,2,1,1,0,This is slightly less important than the above elements.,This is one of the most important elements in the experience.,This is another critical element for a weather forecast stream.,This is important but slightly less important than the other elements.,This is probably the least important element.,4,4,3.5,2,1
5f78a550d1d415c7845f6b3a,TRUE,2020-10-03T17:01:12.055Z,gp6,p2,(a) Male,(b) 25-39,(b) No,(e) White,"(d) Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",(b) High school graduate (includes equivalency),"(c) $25,000 to $49,999",4,3,3,5,3,I feel like the picture wasn't really required for this clip so it comes down to the audio. Increasing audio quality was nice but audio stability was by far the most important thing for me. I could get by with low audio quality as long as the audio wasn't cutting in and out frequently.,"Audio stability appears to be the most important to me. I can understand audio with low audio quality as long as it doesn't regularly cut out and playing with audio stability addressed that.

Motion smoothness was surprisingly unimportant for this clip. I feel like with this clip I relied more on the audio and adjusting motion smoothness didn't really affect my ability to understand what was said. It would be more important in a fast paced movie or something.",(b) No,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(a) $10.99/month: A sampling of music, news, and talk channels","(c) $19.69, iMAX version",8,0,2,5,0,"Audio stability was by far the most important thing for me. Picture didn't matter too much and I could deal with low audio quality as long as the audio wasn't cutting in and out frequently. Slightly increasing video resolution is a nice quality of life improvement too, I think.",1,2,1,0,0,I feel like this is a slightly nice to have but not necessary thing.,I found audio quality to be the second most important factor. Even on the highest settings the video quality wasn't great and so I relied pretty heavily on audio. I feel like that makes it a bit more valuable.,Even on the highest settings video quality wasn't great so I think of this as a moderately nice to have but not necessary thing.,I found audio stability to be the most important factor. I could deal with low audio quality as long as the audio wasn't cutting in and out frequently.,I feel like this is a slightly nice to have but not necessary thing.,3,2,4,1,1
5f7947502332c99521a8b8f0,TRUE,2020-10-04T04:40:19.253Z,gp6,p2,(b) Female,(b) 25-39,(b) No,(e) White,(g) Homemaker,(b) High school graduate (includes equivalency),"(d) $50,000 to $74,999",5,5,4,4,4,Audio quality and video resolution are the two most important elements. If the audio quality is low you can not understand what is being said. When the video resolution is low you can not even rad the text. With these two being low its not worth watching because you can not understand what's bein gsaid or read what's on the screen.With the last 3 options. When these are low you can still understand what is being said and you an her everything. While the last three might be more annoying you can still hear and read everything just fine. ,With the video resolution the higher the number the better you can see and read the text. At the lowest settings you can not even read the text. When the audio quality is at its lowest settings it is hard to even understand what is being said. It sounds so choppy. But when the audio settings are at the highest numbers you can hear what's being said clearly and its not choppy.,(a) Yes,(c) Youtube,(a) $8.99/month: Stream with the standard definition on one device,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(a) $13.69, standard definition",2,2,6,2,6,If the video resoltuion and audio quality is low its not worth watching because you can not hear or read what's on the screen. I gave the last 3 1 vote each because it is annoying when these are low but you can still hear what's being said and read what's on the screen.,1,2,0,0,0,While these can be annoying it does not change the fact that you can still read the text. I gave a lower price because its not that important.,This is one of the most important elements to hearing what is said. I chose a middle number to not make it too expensive. ,This is also one of the most important elements. With out this you can not read the text. I chose a middle number to not make it too expensive. ,While these can be annoying it does not change the fact that you can still hear everything. I gave a lower price because its not that important.,While these can be annoying it does not change the fact that you can still hear everything. I gave a lower price because its not that important.,2,2,1,1,1
